location,temperature,charging_sessions_last_30d,firmware_version,cable_wear_indicator,voltage_instability_index,maintenance_type,next_maintenance_days
Location A,31.65,58,v1.2,0.43,1.13,No Maintenance Needed,344.15
Location A,24.33,54,v2.0,0.33,1.54,No Maintenance Needed,307.61
Location B,22.44,57,v2.0,0.59,0.67,No Maintenance Needed,251.6
Location D,18.77,57,v1.2,0.34,0.22,No Maintenance Needed,294.81
Location B,13.99,46,v1.1,0.39,1.4,Software Update/Reset,26.27
Location A,24.88,71,v1.2,0.86,1.59,Connector Cleaning/Repair,55.21
Location B,29.26,57,v2.0,0.88,1.11,No Maintenance Needed,244.83
Location A,27.23,63,v2.0,0.83,1.14,No Maintenance Needed,254.0
Location B,24.67,67,v1.1,0.86,0.75,Software Update/Reset,21.93
Location A,20.43,62,v2.0,0.57,1.28,No Maintenance Needed,236.99
Location A,32.87,64,v1.0,0.65,1.53,Software Update/Reset,27.01
Location A,17.46,56,v2.0,0.56,1.03,No Maintenance Needed,298.14
Location D,34.21,39,v1.2,0.79,3.48,Power Supply Unit Fault,6.57
Location B,19.98,55,v2.0,0.55,0.46,No Maintenance Needed,188.71
Location B,21.98,61,v2.1,0.11,1.08,No Maintenance Needed,345.11
Location B,16.27,51,v2.0,0.81,0.56,No Maintenance Needed,346.18
Location A,23.99,60,v1.2,0.76,1.55,No Maintenance Needed,271.33
Location B,35.8,77,v1.1,0.82,0.45,Software Update/Reset,39.16
Location B,32.13,56,v2.0,0.19,0.51,No Maintenance Needed,290.15
Location A,35.83,55,v1.2,0.27,0.73,No Maintenance Needed,355.33
Location C,32.18,54,v1.0,0.3,1.14,Software Update/Reset,43.93
Location A,19.17,59,v2.0,0.51,0.74,No Maintenance Needed,247.26
Location B,25.35,72,v1.1,0.13,0.75,Software Update/Reset,35.41
Location A,21.76,50,v1.0,0.39,0.91,Software Update/Reset,30.9
Location C,38.64,49,v2.1,0.18,0.89,No Maintenance Needed,189.84
Location A,18.43,51,v1.2,0.26,2.1,No Maintenance Needed,302.54
Location B,35.15,57,v1.1,0.71,1.41,Software Update/Reset,19.99
Location C,35.14,69,v2.0,0.85,0.85,Connector Cleaning/Repair,28.84
Location D,42.64,64,v2.0,0.02,2.85,Power Supply Unit Fault,1.57
Location B,24.72,53,v1.0,0.57,1.28,Software Update/Reset,11.05
Location C,33.7,46,v2.0,0.04,0.62,No Maintenance Needed,294.95
Location C,46.25,54,v2.0,0.09,1.14,No Maintenance Needed,222.95
Location D,23.06,60,v1.1,0.71,1.31,Software Update/Reset,44.99
Location A,15.72,62,v1.2,0.74,0.71,No Maintenance Needed,279.8
Location A,12.96,52,v1.0,0.81,0.59,Software Update/Reset,19.35
Location B,33.7,50,v2.0,0.47,1.04,No Maintenance Needed,292.42
Location D,12.93,65,v2.0,0.86,0.84,No Maintenance Needed,326.07
Location A,25.02,55,v1.1,0.17,2.1,Software Update/Reset,32.97
Location D,31.5,59,v2.0,0.25,1.45,No Maintenance Needed,223.18
Location A,29.48,63,v2.0,0.13,0.73,No Maintenance Needed,214.43
Location C,31.4,65,v1.2,0.8,1.24,No Maintenance Needed,203.42
Location A,29.78,56,v2.0,0.23,1.88,No Maintenance Needed,361.14
Location D,38.23,68,v1.0,0.16,0.5,Software Update/Reset,13.17
Location C,20.38,54,v2.1,0.62,0.6,No Maintenance Needed,194.67
Location C,22.58,61,v2.0,0.08,0.99,No Maintenance Needed,349.37
Location C,21.82,66,v2.0,0.04,1.02,No Maintenance Needed,284.87
Location D,34.64,58,v2.0,0.11,0.97,No Maintenance Needed,268.79
Location B,35.2,72,v2.0,0.0,0.86,Connector Cleaning/Repair,43.77
Location B,31.61,64,v2.0,0.7,0.85,No Maintenance Needed,314.43
Location B,37.47,61,v2.0,0.56,1.21,No Maintenance Needed,341.69
Location D,18.58,58,v2.1,0.21,1.76,No Maintenance Needed,246.49
Location C,41.34,54,v2.0,0.23,0.79,No Maintenance Needed,223.62
Location B,40.19,54,v1.1,0.81,3.38,Power Supply Unit Fault,1.32
Location D,33.88,50,v2.1,0.5,2.67,Power Supply Unit Fault,1.28
Location B,42.25,70,v2.0,0.7,1.94,Connector Cleaning/Repair,41.9
Location A,14.75,55,v2.0,0.45,1.37,No Maintenance Needed,278.75
Location B,23.8,65,v2.1,0.24,2.73,Power Supply Unit Fault,3.91
Location B,22.12,64,v1.0,0.97,0.86,Cable Inspection/Replacement,8.91
Location C,33.77,70,v1.2,0.57,0.66,Connector Cleaning/Repair,41.19
Location D,19.6,58,v1.1,0.13,0.77,Software Update/Reset,25.68
Location C,34.06,68,v2.0,0.41,0.61,No Maintenance Needed,246.3
Location C,38.96,59,v2.0,0.33,1.06,No Maintenance Needed,364.94
Location C,33.56,53,v2.1,0.21,1.16,No Maintenance Needed,255.66
Location C,30.27,50,v1.2,0.93,1.11,Cable Inspection/Replacement,18.07
Location C,20.1,52,v2.0,0.88,0.99,No Maintenance Needed,188.07
Location B,21.23,65,v2.1,0.2,1.07,No Maintenance Needed,359.65
Location C,38.0,52,v2.0,0.35,2.38,Power Supply Unit Fault,1.38
Location C,34.23,54,v1.1,0.76,1.36,Software Update/Reset,43.41
Location D,27.69,62,v2.0,0.21,1.59,No Maintenance Needed,340.36
Location A,24.66,66,v2.1,0.59,1.1,No Maintenance Needed,267.38
Location B,11.79,73,v2.1,0.7,0.45,Connector Cleaning/Repair,40.97
Location B,19.43,58,v2.0,0.65,0.4,No Maintenance Needed,300.26
Location B,43.29,68,v2.0,0.71,2.83,Power Supply Unit Fault,5.02
Location C,17.76,56,v1.1,0.71,0.77,Software Update/Reset,22.5
Location C,29.52,51,v1.1,0.96,0.73,Cable Inspection/Replacement,7.89
Location C,36.06,59,v2.1,0.35,1.13,No Maintenance Needed,213.13
Location D,17.96,61,v1.1,0.88,1.32,Software Update/Reset,32.79
Location A,29.48,62,v1.1,0.02,1.4,Software Update/Reset,35.19
Location C,35.5,48,v1.2,0.29,2.43,Power Supply Unit Fault,4.36
Location A,28.1,71,v2.0,0.05,2.12,Connector Cleaning/Repair,53.13
Location D,50.95,72,v2.0,0.65,0.67,Connector Cleaning/Repair,41.26
Location B,14.65,56,v1.1,0.1,1.62,Software Update/Reset,10.63
Location C,36.47,55,v2.1,0.85,0.83,No Maintenance Needed,194.57
Location A,26.62,71,v2.1,0.65,0.93,Connector Cleaning/Repair,34.46
Location A,34.18,61,v1.2,0.03,0.58,No Maintenance Needed,319.65
Location C,31.53,61,v1.2,0.71,0.43,No Maintenance Needed,246.32
Location B,22.13,67,v2.0,0.86,0.98,No Maintenance Needed,330.22
Location B,29.83,73,v2.0,0.66,0.62,Connector Cleaning/Repair,23.07
Location B,13.14,67,v1.2,0.03,1.59,No Maintenance Needed,331.4
Location D,32.83,47,v1.2,0.86,0.87,No Maintenance Needed,298.23
Location A,30.39,63,v1.2,0.73,1.17,No Maintenance Needed,241.85
Location A,33.11,56,v1.1,0.38,1.98,Software Update/Reset,39.01
Location A,36.46,68,v1.2,0.33,0.48,No Maintenance Needed,340.23
Location D,30.94,63,v2.0,0.48,0.7,No Maintenance Needed,335.42
Location A,29.18,60,v2.0,0.87,1.09,No Maintenance Needed,259.15
Location D,20.95,51,v2.0,0.25,1.17,No Maintenance Needed,201.32
Location B,22.3,65,v1.2,0.1,1.74,No Maintenance Needed,308.68
Location C,37.49,54,v2.0,0.86,1.54,No Maintenance Needed,239.2
Location A,39.49,61,v1.0,0.03,1.05,Software Update/Reset,26.52
Location A,26.1,64,v1.2,0.91,1.16,Cable Inspection/Replacement,8.62
Location B,28.37,49,v2.0,0.31,1.18,No Maintenance Needed,208.56
Location C,20.76,56,v2.0,0.51,0.48,No Maintenance Needed,298.51
Location D,37.38,64,v1.2,0.13,0.92,No Maintenance Needed,252.99
Location C,33.32,64,v2.0,0.9,1.13,Cable Inspection/Replacement,13.56
Location B,43.53,65,v2.1,0.75,1.26,No Maintenance Needed,207.7
Location B,20.97,67,v2.0,0.92,0.63,Cable Inspection/Replacement,8.48
Location C,24.98,58,v2.0,0.68,0.53,No Maintenance Needed,263.02
Location D,29.85,74,v2.1,0.18,0.89,Connector Cleaning/Repair,58.56
Location D,33.17,53,v2.0,0.31,2.67,Power Supply Unit Fault,1.08
Location A,26.27,54,v2.0,0.49,0.66,No Maintenance Needed,239.79
Location D,21.02,68,v1.0,0.61,1.8,Software Update/Reset,18.28
Location C,35.05,55,v1.2,0.93,2.21,Cable Inspection/Replacement,14.99
Location B,33.77,59,v2.0,0.38,1.02,No Maintenance Needed,300.96
Location A,20.67,64,v2.0,0.7,0.71,No Maintenance Needed,212.07
Location A,38.84,46,v1.2,0.96,1.29,Cable Inspection/Replacement,5.34
Location B,37.36,57,v2.1,0.15,1.1,No Maintenance Needed,180.4
Location D,29.07,67,v1.1,0.86,0.65,Software Update/Reset,25.29
Location B,28.64,48,v2.0,0.42,0.72,No Maintenance Needed,246.42
Location D,32.43,47,v1.2,0.73,1.25,No Maintenance Needed,259.73
Location B,21.11,54,v1.2,0.29,1.59,No Maintenance Needed,181.47
Location C,28.24,74,v2.0,0.33,0.85,Connector Cleaning/Repair,39.34
Location D,10.78,56,v1.1,0.03,0.97,Software Update/Reset,22.22
Location C,35.01,61,v1.0,0.97,1.4,Cable Inspection/Replacement,16.07
Location A,15.51,60,v2.0,0.81,0.92,No Maintenance Needed,315.95
Location B,40.03,55,v2.0,0.09,0.86,No Maintenance Needed,358.52
Location A,25.36,61,v2.0,1.0,0.69,Cable Inspection/Replacement,5.67
Location A,26.31,70,v2.1,0.61,0.68,Connector Cleaning/Repair,58.92
Location A,22.98,54,v1.0,0.85,3.8,Power Supply Unit Fault,6.25
Location A,25.7,48,v2.0,0.07,0.91,No Maintenance Needed,334.98
Location B,39.35,57,v2.0,0.39,1.98,No Maintenance Needed,328.99
Location A,8.1,51,v2.1,0.67,2.32,Power Supply Unit Fault,2.77
Location B,38.22,59,v2.1,0.11,0.91,No Maintenance Needed,272.77
Location B,30.7,59,v2.0,0.49,1.2,No Maintenance Needed,249.83
Location C,18.34,50,v2.0,0.44,1.05,No Maintenance Needed,209.47
Location D,19.4,61,v1.1,0.22,0.45,Software Update/Reset,28.79
Location D,41.41,57,v1.2,0.3,0.46,No Maintenance Needed,188.52
Location B,20.44,55,v2.0,0.97,1.02,Cable Inspection/Replacement,6.62
Location C,18.77,48,v2.0,0.29,0.81,No Maintenance Needed,249.25
Location B,37.1,80,v2.0,0.21,2.57,Power Supply Unit Fault,3.98
Location B,30.71,89,v2.0,0.54,0.89,Connector Cleaning/Repair,31.65
Location B,20.5,70,v1.2,0.67,2.65,Power Supply Unit Fault,4.09
Location C,29.73,75,v2.0,0.73,0.79,Connector Cleaning/Repair,26.89
Location D,19.79,64,v1.1,0.75,2.6,Power Supply Unit Fault,6.19
Location C,36.81,54,v1.1,0.04,1.29,Software Update/Reset,43.76
Location A,36.49,61,v1.1,0.39,1.33,Software Update/Reset,31.97
Location C,32.26,58,v2.0,0.77,0.77,No Maintenance Needed,272.71
Location C,30.89,59,v1.0,0.9,1.33,Cable Inspection/Replacement,17.38
Location C,42.09,80,v2.0,0.6,2.33,Power Supply Unit Fault,5.58
Location C,28.0,53,v1.1,0.05,0.93,Software Update/Reset,20.88
Location D,18.55,46,v1.2,0.4,0.84,No Maintenance Needed,280.58
Location A,31.6,52,v2.1,0.07,0.88,No Maintenance Needed,337.32
Location D,44.69,58,v2.0,0.75,2.25,No Maintenance Needed,250.62
Location D,19.88,59,v1.1,0.06,1.53,Software Update/Reset,38.99
Location C,25.11,66,v1.1,0.19,2.06,Software Update/Reset,34.03
Location B,31.33,59,v2.1,0.42,1.17,No Maintenance Needed,297.12
Location B,27.57,60,v1.2,0.46,1.02,No Maintenance Needed,221.39
Location D,20.14,66,v2.0,0.41,1.24,No Maintenance Needed,346.17
Location D,36.97,70,v1.2,0.46,1.71,Connector Cleaning/Repair,36.6
Location C,46.56,54,v1.2,0.71,0.88,No Maintenance Needed,304.88
Location D,29.57,61,v1.1,0.37,1.98,Software Update/Reset,23.15
Location C,20.77,63,v2.0,0.55,1.2,No Maintenance Needed,302.51
Location B,15.61,69,v2.0,0.3,0.3,Connector Cleaning/Repair,41.49
Location B,30.06,65,v1.1,0.35,1.56,Software Update/Reset,43.68
Location A,36.83,58,v2.0,0.61,0.53,No Maintenance Needed,264.63
Location B,31.8,68,v2.0,0.49,1.54,No Maintenance Needed,305.62
Location D,27.98,55,v2.1,0.72,1.57,No Maintenance Needed,336.37
Location B,23.29,63,v1.1,0.56,1.18,Software Update/Reset,29.11
Location C,19.26,66,v1.2,0.8,1.31,No Maintenance Needed,350.8
Location B,34.68,68,v2.0,0.44,1.73,No Maintenance Needed,295.05
Location A,35.31,49,v1.1,0.49,0.78,Software Update/Reset,42.67
Location B,15.63,62,v1.0,0.67,1.49,Software Update/Reset,23.07
Location C,40.72,74,v2.0,0.22,1.79,Connector Cleaning/Repair,38.69
Location C,32.59,70,v1.2,0.39,2.41,Power Supply Unit Fault,4.7
Location D,39.2,59,v1.2,0.62,0.58,No Maintenance Needed,185.16
Location B,17.26,58,v1.2,0.03,1.23,No Maintenance Needed,342.16
Location C,17.07,52,v2.0,0.44,0.62,No Maintenance Needed,357.99
Location A,26.81,62,v1.2,0.6,0.61,No Maintenance Needed,257.14
Location D,32.02,43,v2.0,0.97,1.2,Cable Inspection/Replacement,17.35
Location A,42.37,46,v2.0,0.88,1.04,No Maintenance Needed,284.47
Location B,33.65,63,v2.0,0.28,1.77,No Maintenance Needed,230.2
Location B,26.06,62,v1.2,0.51,0.84,No Maintenance Needed,300.13
Location B,19.79,55,v1.1,0.06,0.94,Software Update/Reset,42.34
Location D,37.84,50,v2.0,0.24,1.11,No Maintenance Needed,203.5
Location C,20.28,63,v1.2,0.77,0.65,No Maintenance Needed,303.93
Location D,41.03,52,v2.1,0.12,0.7,No Maintenance Needed,232.2
Location A,25.72,66,v1.2,0.26,1.75,No Maintenance Needed,323.57
Location D,40.72,58,v2.0,0.94,0.76,Cable Inspection/Replacement,10.95
Location A,33.43,55,v1.2,0.82,1.81,No Maintenance Needed,358.35
Location D,26.9,66,v2.0,0.78,1.35,No Maintenance Needed,211.23
Location C,23.84,58,v1.2,0.86,0.46,No Maintenance Needed,348.6
Location A,25.27,49,v1.1,0.75,1.3,Software Update/Reset,40.66
Location B,31.43,54,v2.0,0.12,1.3,No Maintenance Needed,318.15
Location B,28.62,59,v2.0,0.52,1.24,No Maintenance Needed,303.44
Location D,23.25,67,v2.0,0.44,0.93,No Maintenance Needed,217.11
Location B,26.67,56,v2.0,0.31,0.62,No Maintenance Needed,284.49
Location A,28.63,56,v2.0,0.83,1.96,No Maintenance Needed,359.81
Location B,10.97,64,v1.2,0.46,0.95,No Maintenance Needed,277.16
Location C,31.67,63,v1.0,0.06,0.64,Software Update/Reset,26.78
Location C,20.16,55,v2.0,0.27,1.26,No Maintenance Needed,229.4
Location D,18.77,49,v1.1,0.23,0.69,Software Update/Reset,11.1
Location A,14.5,66,v2.0,0.89,0.62,No Maintenance Needed,267.36
Location C,13.65,62,v1.0,0.65,0.83,Software Update/Reset,18.99
Location C,17.16,64,v1.2,0.56,0.72,No Maintenance Needed,306.54
Location A,22.33,59,v1.0,0.51,0.63,Software Update/Reset,27.79
Location B,43.63,35,v2.0,0.65,1.5,No Maintenance Needed,359.46
Location B,23.79,50,v2.0,0.75,0.94,No Maintenance Needed,192.2
Location D,29.42,58,v1.1,0.55,1.87,Software Update/Reset,24.37
Location B,31.2,50,v1.2,0.94,0.65,Cable Inspection/Replacement,7.07
Location A,29.05,62,v2.1,0.98,0.42,Cable Inspection/Replacement,19.93
Location C,27.38,57,v1.2,1.0,1.08,Cable Inspection/Replacement,6.4
Location B,18.44,57,v2.0,0.67,2.53,Power Supply Unit Fault,4.59
Location D,39.61,61,v2.1,0.93,1.3,Cable Inspection/Replacement,11.86
Location B,42.46,56,v2.1,0.4,4.99,Power Supply Unit Fault,6.76
Location A,14.54,70,v2.0,0.86,1.18,Connector Cleaning/Repair,48.72
Location D,19.81,61,v1.2,0.91,1.12,Cable Inspection/Replacement,14.23
Location B,25.76,57,v2.1,0.9,0.34,Cable Inspection/Replacement,16.87
Location D,20.28,64,v2.0,0.83,1.24,No Maintenance Needed,340.89
Location A,32.05,60,v2.0,0.41,1.09,No Maintenance Needed,317.3
Location C,22.17,55,v1.0,0.16,0.82,Software Update/Reset,14.09
Location A,45.32,61,v2.1,0.33,0.93,No Maintenance Needed,246.33
Location A,37.52,46,v2.0,0.77,0.97,No Maintenance Needed,308.11
Location A,29.7,65,v2.0,0.23,0.91,No Maintenance Needed,256.33
Location A,36.22,60,v1.0,0.48,2.84,Power Supply Unit Fault,4.76
Location C,36.85,62,v1.1,0.57,0.83,Software Update/Reset,19.89
Location C,23.49,76,v2.1,0.6,1.09,Connector Cleaning/Repair,59.59
Location D,21.47,56,v2.0,0.94,0.82,Cable Inspection/Replacement,13.08
Location B,28.63,68,v1.2,0.66,1.48,No Maintenance Needed,340.92
Location C,34.89,55,v2.0,0.79,1.09,No Maintenance Needed,286.13
Location C,29.11,56,v1.0,0.58,0.87,Software Update/Reset,10.71
Location B,15.38,50,v1.2,0.83,0.38,No Maintenance Needed,233.95
Location C,21.58,45,v1.2,0.26,1.13,No Maintenance Needed,243.87
Location A,27.41,72,v1.2,0.21,0.86,Connector Cleaning/Repair,52.14
Location A,27.39,57,v1.2,0.93,0.97,Cable Inspection/Replacement,8.04
Location B,43.78,63,v1.1,0.69,0.55,Software Update/Reset,36.38
Location D,16.91,63,v1.1,0.67,2.05,Software Update/Reset,14.19
Location D,32.04,60,v2.0,0.47,1.53,No Maintenance Needed,311.32
Location B,39.91,48,v2.1,0.38,2.04,No Maintenance Needed,274.25
Location B,46.17,46,v2.0,0.56,1.77,No Maintenance Needed,237.34
Location A,24.76,52,v1.1,0.12,1.34,Software Update/Reset,37.72
Location D,31.93,67,v1.1,0.45,0.56,Software Update/Reset,30.87
Location C,32.56,56,v2.0,0.46,2.51,Power Supply Unit Fault,4.01
Location A,29.56,61,v2.1,0.54,0.63,No Maintenance Needed,222.67
Location B,27.21,49,v1.2,0.63,0.87,No Maintenance Needed,297.21
Location D,31.49,59,v1.1,0.96,1.42,Cable Inspection/Replacement,7.83
Location C,7.74,48,v2.0,0.65,1.46,No Maintenance Needed,308.82
Location C,33.46,47,v2.0,0.88,1.33,No Maintenance Needed,192.51
Location A,29.01,38,v1.2,0.56,0.82,No Maintenance Needed,232.27
Location D,26.22,64,v2.0,0.63,0.74,No Maintenance Needed,246.39
Location D,44.37,67,v2.0,0.07,3.55,Power Supply Unit Fault,1.47
Location B,22.6,67,v2.1,0.13,0.98,No Maintenance Needed,300.51
Location D,24.78,56,v1.1,0.58,0.92,Software Update/Reset,20.65
Location D,43.93,61,v2.1,0.4,0.7,No Maintenance Needed,205.24
Location A,21.34,66,v1.2,0.8,1.13,No Maintenance Needed,314.19
Location D,23.6,67,v2.0,0.54,1.1,No Maintenance Needed,257.7
Location C,26.82,40,v2.0,0.88,0.99,No Maintenance Needed,197.98
Location A,34.73,62,v1.2,0.97,1.21,Cable Inspection/Replacement,10.98
Location A,29.66,74,v2.0,0.15,2.42,Power Supply Unit Fault,6.02
Location B,17.66,74,v1.2,0.39,0.74,Connector Cleaning/Repair,43.42
Location D,23.74,56,v1.1,0.66,1.02,Software Update/Reset,12.85
Location B,23.14,66,v1.2,0.31,0.72,No Maintenance Needed,331.67
Location C,27.38,64,v2.0,0.27,1.16,No Maintenance Needed,180.87
Location A,31.41,53,v1.1,0.81,0.75,Software Update/Reset,34.9
Location A,31.35,55,v2.1,0.98,0.77,Cable Inspection/Replacement,17.9
Location A,13.79,66,v1.1,0.77,0.48,Software Update/Reset,13.91
Location C,36.51,47,v1.2,0.52,1.05,No Maintenance Needed,288.58
Location C,30.02,58,v1.1,0.44,1.24,Software Update/Reset,25.69
Location B,39.08,54,v2.0,0.54,2.54,Power Supply Unit Fault,2.7
Location B,31.55,60,v1.2,0.46,1.26,No Maintenance Needed,273.94
Location B,36.81,48,v1.2,0.5,0.8,No Maintenance Needed,313.95
Location D,31.73,76,v1.1,0.2,0.51,Software Update/Reset,10.01
Location A,38.77,56,v1.0,0.9,0.54,Cable Inspection/Replacement,16.44
Location A,32.18,72,v2.0,0.75,0.52,Connector Cleaning/Repair,53.76
Location B,27.22,60,v2.0,0.68,2.56,Power Supply Unit Fault,1.3
Location A,46.18,51,v1.2,0.95,1.15,Cable Inspection/Replacement,16.52
Location B,35.11,63,v1.0,0.28,0.75,Software Update/Reset,12.44
Location D,32.59,56,v2.0,0.08,0.62,No Maintenance Needed,352.51
Location D,17.79,64,v1.1,0.83,0.65,Software Update/Reset,20.62
Location C,17.69,58,v2.1,1.0,0.74,Cable Inspection/Replacement,8.86
Location D,30.34,58,v1.2,0.58,1.93,No Maintenance Needed,200.81
Location B,29.16,50,v1.2,0.06,0.99,No Maintenance Needed,317.39
Location D,23.09,52,v2.0,0.78,0.48,No Maintenance Needed,348.27
Location C,29.13,67,v2.0,0.07,3.17,Power Supply Unit Fault,2.77
Location A,40.71,73,v1.2,0.54,0.57,Connector Cleaning/Repair,36.08
Location B,33.56,56,v1.2,0.28,0.74,No Maintenance Needed,325.62
Location A,18.87,52,v1.2,0.92,1.93,Cable Inspection/Replacement,7.06
Location C,27.11,67,v2.1,0.45,1.23,No Maintenance Needed,351.16
Location C,21.56,64,v2.0,0.9,0.79,Cable Inspection/Replacement,15.71
Location C,24.9,56,v1.1,0.3,0.54,Software Update/Reset,44.38
Location A,24.69,59,v1.1,0.39,0.62,Software Update/Reset,20.94
Location A,24.18,51,v1.1,0.95,0.64,Cable Inspection/Replacement,12.66
Location A,17.96,45,v1.1,0.2,1.0,Software Update/Reset,39.49
Location A,26.98,64,v1.1,0.58,1.1,Software Update/Reset,40.77
Location C,23.52,54,v2.0,0.39,0.93,No Maintenance Needed,345.92
Location C,4.56,61,v1.1,0.77,0.98,Software Update/Reset,33.8
Location B,44.42,68,v1.2,0.13,0.59,No Maintenance Needed,338.89
Location B,36.71,50,v2.0,0.44,1.16,No Maintenance Needed,355.31
Location A,24.99,67,v1.1,0.7,1.9,Software Update/Reset,26.12
Location D,28.15,63,v1.0,0.41,0.92,Software Update/Reset,34.19
Location D,18.63,62,v1.0,0.06,0.91,Software Update/Reset,17.51
Location C,41.57,68,v1.1,0.71,1.04,Software Update/Reset,33.35
Location C,43.18,55,v2.0,0.5,1.75,No Maintenance Needed,216.18
Location C,29.25,43,v2.0,0.01,0.64,No Maintenance Needed,254.74
Location B,36.19,57,v1.0,0.61,2.07,Software Update/Reset,34.21
Location B,29.4,73,v1.2,0.92,1.23,Cable Inspection/Replacement,7.12
Location C,17.31,45,v1.1,0.11,1.01,Software Update/Reset,32.6
Location C,24.71,61,v2.0,0.59,1.83,No Maintenance Needed,346.9
Location C,29.06,56,v2.0,0.73,0.55,No Maintenance Needed,317.59
Location D,24.36,60,v1.2,0.07,1.3,No Maintenance Needed,218.88
Location B,26.25,59,v1.2,0.02,1.24,No Maintenance Needed,213.51
Location D,27.27,66,v1.1,0.46,0.63,Software Update/Reset,41.52
Location D,27.35,79,v2.0,0.79,1.26,Connector Cleaning/Repair,57.6
Location C,28.42,64,v2.0,0.16,1.15,No Maintenance Needed,285.87
Location C,19.52,68,v2.1,0.84,0.91,No Maintenance Needed,287.59
Location A,22.26,62,v1.0,0.66,1.54,Software Update/Reset,40.48
Location A,17.72,61,v2.0,0.33,0.75,No Maintenance Needed,228.77
Location D,35.82,66,v2.0,0.52,1.14,No Maintenance Needed,242.29
Location B,11.15,58,v2.1,0.97,0.94,Cable Inspection/Replacement,14.59
Location C,37.23,41,v1.1,0.22,0.74,Software Update/Reset,22.65
Location C,39.09,64,v2.0,0.5,1.29,No Maintenance Needed,236.83
Location D,25.58,50,v1.0,0.62,0.9,Software Update/Reset,17.37
Location A,7.17,49,v2.0,0.14,0.48,No Maintenance Needed,181.35
Location B,25.11,67,v1.2,0.04,0.41,No Maintenance Needed,190.63
Location A,27.49,51,v2.0,0.01,1.48,No Maintenance Needed,250.16
Location A,19.92,64,v2.0,0.32,0.54,No Maintenance Needed,320.83
Location A,23.88,59,v1.2,0.07,1.15,No Maintenance Needed,212.0
Location A,40.24,54,v2.0,0.8,1.03,No Maintenance Needed,254.93
Location C,33.32,71,v1.1,1.0,0.83,Cable Inspection/Replacement,16.91
Location C,20.6,60,v1.2,0.06,2.66,Power Supply Unit Fault,5.99
Location A,15.22,52,v1.2,0.43,1.09,No Maintenance Needed,233.88
Location B,25.38,69,v1.1,0.03,1.46,Software Update/Reset,35.28
